median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,medianhousevalue
4.375,35,1309.0,276.0,1113.0,253.0,34.05,-117.95,11.960817678718287
1.5685,34,1562.0,651.0,1774.0,559.0,34.08,-118.3,12.323860125621126
4.0682,36,1487.0,249.0,641.0,243.0,37.67,-122.14,12.18689492294037
1.8355,34,842.0,186.0,635.0,165.0,39.36,-121.69,11.050905878263569
4.2813,33,596.0,105.0,212.0,94.0,38.13,-121.84,11.305913595583258
4.3571,35,2891.0,594.0,1757.0,581.0,34.2,-118.52,12.20507715018907
5.9856,39,714.0,118.0,314.0,117.0,33.98,-118.4,12.976414636196449
3.3827,30,3919.0,743.0,1693.0,693.0,38.3,-122.69,12.58485491185508
3.9519,17,2449.0,536.0,1157.0,543.0,38.0,-122.51,12.521616693076714
2.1953,15,1410.0,329.0,599.0,273.0,38.92,-122.59,11.225256725762891
2.9375,19,1241.0,244.0,850.0,237.0,36.33,-119.67,11.310821520675267
3.0241,38,2965.0,665.0,2128.0,650.0,34.07,-118.19,12.021554678392045
3.653,13,7689.0,1415.0,3264.0,1198.0,38.98,-120.91,11.896833207128452
10.7958,25,4460.0,553.0,1608.0,561.0,37.27,-122.03,13.122367377396328
7.9739,14,3011.0,388.0,1359.0,371.0,33.72,-117.76,12.817741296450723
4.9107,26,2806.0,459.0,1453.0,444.0,37.72,-121.93,12.272800954830618
3.0965,16,5825.0,1866.0,3390.0,1752.0,34.02,-118.41,12.676079399771028
3.0179,28,2444.0,555.0,1848.0,567.0,33.82,-117.93,12.200059603373044
2.0284,34,1730.0,373.0,730.0,350.0,32.77,-117.06,11.994122464057146
9.4664,45,3030.0,433.0,916.0,399.0,34.06,-118.47,13.122367377396328
9.9071,30,2629.0,331.0,956.0,319.0,33.9,-117.93,13.122367377396328
2.1182,40,1195.0,326.0,1135.0,315.0,36.7,-119.56,10.983613347424248
3.2059,52,3610.0,1286.0,1504.0,1047.0,37.79,-122.41,13.122367377396328
4.5701,5,3096.0,545.0,1760.0,519.0,37.65,-121.05,11.894104711087111
5.4829,15,8244.0,1409.0,4453.0,1357.0,34.43,-118.49,12.20407565286699
3.6597,21,2361.0,464.0,1146.0,396.0,34.17,-119.17,12.181272652174696
6.5285,19,2034.0,288.0,852.0,295.0,37.67,-121.89,12.612873527761383
5.0524,17,5799.0,921.0,2630.0,843.0,32.87,-116.86,12.561650487872974
5.4089,16,2851.0,626.0,1985.0,603.0,33.86,-118.05,12.48975046163757
3.6087,10,1813.0,311.0,827.0,287.0,39.05,-121.07,12.112316757188816
3.2569,42,1988.0,402.0,1239.0,402.0,34.08,-118.06,12.213549623135716
4.1458,52,1049.0,185.0,374.0,176.0,37.76,-122.23,12.423202148655593
3.2154,20,17377.0,4457.0,7450.0,4204.0,34.17,-118.52,12.466901115884776
3.7545,52,2721.0,581.0,1043.0,519.0,37.75,-122.43,12.85761888243441
2.8971,50,1845.0,349.0,1109.0,335.0,34.03,-118.32,11.758229645621093
2.2361,47,1942.0,430.0,1074.0,393.0,38.01,-121.81,11.562677071567636
2.4464,25,3819.0,702.0,1983.0,658.0,39.23,-121.83,11.19135563385109
2.7955,22,2878.0,599.0,1362.0,541.0,38.66,-121.36,11.477308649967686
4.5179,15,2903.0,440.0,1325.0,423.0,38.04,-121.33,11.888625282853006
5.2534,31,3890.0,711.0,1898.0,717.0,37.31,-121.96,12.580738282084807
2.25,25,1332.0,247.0,726.0,226.0,39.06,-121.55,11.05723491317159
2.25,39,1383.0,459.0,677.0,362.0,34.38,-119.69,12.5471805493952
3.4423,6,670.0,301.0,655.0,284.0,37.79,-122.42,11.674202123168431
2.6994,16,2397.0,501.0,1053.0,557.0,38.01,-121.25,11.630717389475995
1.4429,32,1290.0,304.0,852.0,309.0,36.22,-119.35,10.907807476583594
3.7054,47,2140.0,425.0,1105.0,401.0,37.75,-122.49,12.639480363813412
3.3926,32,9534.0,1819.0,4951.0,1710.0,38.6,-121.3,11.546369912189585
2.6711,24,1039.0,190.0,643.0,193.0,36.43,-119.1,11.174665631549477
4.6932,4,6875.0,1439.0,2889.0,1307.0,37.76,-121.94,12.78296967746187
6.5843,20,3977.0,540.0,1886.0,541.0,33.88,-117.86,12.51429604296204
1.625,20,350.0,95.0,119.0,58.0,34.55,-114.94,10.819798284210286
4.2986,36,1479.0,251.0,741.0,245.0,34.08,-117.92,12.152677143050752
3.2765,18,2986.0,597.0,1355.0,472.0,34.45,-117.79,12.013706813470414
3.2241,28,6270.0,1706.0,2549.0,1497.0,34.15,-118.43,12.597442209915732
5.7789,13,2087.0,313.0,1165.0,330.0,32.63,-117.03,12.33578864378571
7.355,11,5451.0,736.0,2526.0,752.0,34.29,-118.73,12.748109104238171
3.3036,52,349.0,59.0,121.0,40.0,37.7,-121.04,12.193498926601634
2.936,17,2934.0,950.0,2517.0,889.0,34.2,-118.44,12.356649805075568
3.215,36,959.0,204.0,446.0,210.0,34.19,-118.22,12.710782606695746
5.1701,23,7518.0,1279.0,3827.0,1294.0,37.68,-122.05,12.286735161083117
2.5208,21,1885.0,398.0,1539.0,388.0,35.68,-119.24,10.97679912709094
5.1315,17,1851.0,344.0,764.0,339.0,33.89,-117.97,12.110667961260445
2.9798,17,2721.0,477.0,1672.0,492.0,35.02,-120.48,12.22979405494807
2.7759,30,2188.0,556.0,2727.0,525.0,33.83,-118.08,11.82628259408539
2.7417,16,1057.0,232.0,316.0,221.0,33.22,-117.32,11.426288563310504
3.0089,36,992.0,224.0,334.0,126.0,33.09,-116.58,11.808583147519697
1.7774,23,3706.0,1106.0,3785.0,1019.0,38.0,-121.3,11.51293546492023
2.4856,21,739.0,265.0,861.0,246.0,34.12,-118.25,12.107913912447533
4.6458,18,3117.0,583.0,2079.0,545.0,34.22,-119.04,12.314034275355535
1.7694,28,3308.0,766.0,3201.0,720.0,37.92,-121.3,11.210481638644469
3.8958,20,1901.0,313.0,1258.0,320.0,37.51,-120.84,11.750374207389497
3.8427,35,2670.0,493.0,1196.0,488.0,33.93,-118.11,12.554970929480584
10.2289,34,3113.0,409.0,1139.0,418.0,34.18,-118.09,13.122367377396328
4.5766,18,1169.0,186.0,614.0,192.0,38.56,-121.32,11.596356272699
4.1,21,4426.0,790.0,1856.0,761.0,38.49,-121.51,11.972253562968543
5.3046,37,4365.0,926.0,1661.0,868.0,33.77,-118.13,12.795804639274811
2.2663,44,2262.0,647.0,3009.0,657.0,32.79,-117.17,11.724813914587886
5.9062,35,3183.0,515.0,1313.0,487.0,37.47,-122.25,12.856314934678778
2.2583,18,754.0,161.0,247.0,107.0,40.89,-122.31,11.274680966120778
6.9223,23,7480.0,1084.0,3037.0,1058.0,34.2,-118.65,12.73198686179258
2.0192,22,2516.0,826.0,3350.0,713.0,34.18,-118.45,11.972253562968543
3.0625,42,724.0,149.0,420.0,150.0,34.19,-118.31,12.798573182658512
5.1282,35,2683.0,475.0,1498.0,484.0,37.59,-122.49,12.47801017053037
4.2917,13,1473.0,265.0,597.0,228.0,38.44,-120.69,11.706030338921243
1.4886,50,1920.0,530.0,1525.0,477.0,37.78,-122.22,11.766023856597409
3.2847,17,629.0,221.0,514.0,186.0,34.24,-119.18,11.630717389475995
7.6107,33,3626.0,502.0,1348.0,480.0,37.88,-122.17,12.955602522472397
2.7829,24,1438.0,351.0,1294.0,342.0,37.93,-121.29,11.03167482454464
3.89,7,3292.0,698.0,1911.0,702.0,38.34,-121.96,11.8515453936489
4.3472,52,2797.0,685.0,1156.0,651.0,37.8,-122.42,13.122367377396328
8.1064,40,2224.0,354.0,929.0,345.0,37.37,-122.1,13.122367377396328
3.5078,33,3260.0,673.0,1784.0,666.0,32.74,-117.08,11.748005492256809
2.8594,22,3626.0,824.0,1800.0,769.0,32.76,-117.01,12.152677143050752
2.9926,9,3466.0,673.0,2356.0,619.0,35.65,-120.64,11.971621655408228
3.3438,13,1161.0,289.0,630.0,296.0,33.69,-117.8,12.71680126459136
2.4848,35,2285.0,497.0,1738.0,480.0,35.36,-118.96,10.896757843893464
3.25,42,2082.0,626.0,1396.0,610.0,37.35,-121.9,12.129736808912964
4.6648,21,2131.0,329.0,1094.0,353.0,34.87,-120.43,12.170450649220747
1.808,52,1898.0,421.0,1102.0,397.0,37.85,-122.28,11.56647571052632
2.4069,52,1578.0,487.0,879.0,446.0,32.73,-117.17,12.278397958261774
3.675,43,1700.0,380.0,930.0,349.0,34.18,-118.52,12.269521510708264
5.8374,36,2904.0,515.0,1463.0,534.0,33.91,-118.38,12.57625939252641
5.7535,18,4172.0,806.0,3226.0,790.0,37.66,-122.47,12.604516495526893
4.1827,30,4061.0,927.0,1487.0,865.0,34.03,-118.49,12.983333467028356
4.6845,20,5483.0,1079.0,2892.0,1057.0,37.25,-121.9,12.429220196836384
5.2486,19,2023.0,392.0,955.0,328.0,37.05,-121.99,12.77422616877261
4.7639,49,2244.0,442.0,1948.0,423.0,37.71,-122.45,12.435202244657168
3.7065,36,1199.0,260.0,665.0,229.0,34.89,-117.05,11.034905792929417
2.3125,48,1188.0,227.0,471.0,219.0,39.24,-121.04,11.741661349996177
7.2582,4,11021.0,1565.0,3857.0,1494.0,38.63,-121.24,12.51796306699418
2.9063,42,909.0,215.0,646.0,198.0,37.73,-122.18,11.289794413577894
3.2829,5,3785.0,936.0,2240.0,792.0,37.63,-122.05,11.998439434579147
5.2606,43,1758.0,347.0,954.0,312.0,33.82,-118.2,12.200562492481511
3.225,9,2073.0,404.0,916.0,373.0,38.66,-120.98,12.00335040263852
3.4183,29,2251.0,464.0,855.0,315.0,34.39,-117.13,11.553116860704856
2.7727,19,2398.0,521.0,1266.0,471.0,38.31,-122.48,12.137799158081608
10.6605,50,1653.0,252.0,641.0,224.0,37.73,-122.47,13.122367377396328
5.1048,37,2088.0,510.0,673.0,390.0,33.6,-117.91,13.122367377396328
2.4306,32,993.0,285.0,1044.0,248.0,34.2,-118.38,12.141539457711714
6.7449,44,2261.0,328.0,763.0,294.0,34.45,-119.73,12.937480944364085
2.4432,37,1442.0,501.0,998.0,503.0,34.09,-118.34,12.206077645517674
6.6319,16,3109.0,450.0,1433.0,453.0,33.04,-117.26,12.504698367212224
2.1205,16,3002.0,591.0,842.0,538.0,33.18,-117.28,11.965916446305249
1.1471,14,1372.0,386.0,436.0,213.0,36.0,-116.22,10.401258331428318
2.0114,38,684.0,176.0,344.0,155.0,37.8,-122.28,11.785247676408115
3.8068,19,2520.0,726.0,964.0,663.0,33.98,-118.46,13.122367377396328
3.4187,26,272.0,49.0,194.0,52.0,38.83,-122.0,11.496806245590331
6.1628,31,1070.0,155.0,426.0,153.0,32.77,-117.08,12.297744396089389
2.4555,15,3873.0,810.0,1697.0,627.0,39.9,-122.57,10.925956465688444
1.2667,7,938.0,297.0,1187.0,282.0,32.54,-117.04,11.119897691565695
4.0878,22,1981.0,472.0,1231.0,457.0,33.91,-118.11,11.942764435686394
1.2917,43,1111.0,269.0,613.0,290.0,38.61,-121.46,11.101960259016469
2.32,23,3130.0,779.0,2472.0,744.0,32.74,-117.09,11.442513730229855
4.4595,24,2387.0,385.0,1051.0,382.0,34.7,-120.47,11.936237039973754
4.3438,16,1717.0,277.0,903.0,289.0,36.3,-119.79,11.441440204346032
6.4949,32,3058.0,595.0,1267.0,540.0,37.42,-122.11,12.942760521591444
5.0709,33,2873.0,489.0,1946.0,475.0,37.28,-121.82,12.080515091473
3.7663,37,1512.0,348.0,1545.0,351.0,34.22,-118.36,11.984808576881369
4.0,49,1435.0,322.0,1008.0,329.0,37.73,-122.43,12.483708170000067
3.7969,14,2369.0,604.0,1546.0,464.0,33.91,-118.09,11.979178318844294
15.0001,52,1721.0,195.0,688.0,196.0,34.08,-118.34,13.122367377396328
7.5953,38,1089.0,174.0,502.0,180.0,33.97,-118.4,12.98264373413455
4.9706,15,3242.0,595.0,1936.0,593.0,32.92,-117.14,12.12649358035784
5.0965,19,15622.0,2721.0,6109.0,2615.0,38.06,-122.56,12.595750454113006
1.6094,27,1388.0,296.0,1056.0,284.0,36.66,-119.6,10.918736348043124
4.4712,52,741.0,170.0,277.0,165.0,37.8,-122.42,13.122367377396328
3.1563,31,1643.0,499.0,1253.0,499.0,34.42,-119.71,12.495007682693725
3.7816,21,8850.0,2139.0,4717.0,1979.0,34.26,-118.52,12.44588057164006
4.2415,41,3257.0,679.0,1237.0,638.0,34.12,-118.34,12.922938794110705
3.4792,34,1748.0,386.0,917.0,378.0,33.94,-118.03,12.037659911047468
2.4934,44,4032.0,913.0,1622.0,848.0,34.01,-118.32,12.01854355302823
5.1365,2,1658.0,290.0,868.0,304.0,34.06,-117.28,11.825551337974238
3.5242,18,2920.0,556.0,1068.0,552.0,35.11,-120.57,11.962732764429129
3.75,37,2267.0,405.0,1175.0,403.0,34.08,-117.33,11.46374572492597
3.6607,23,2550.0,457.0,1016.0,405.0,39.18,-120.99,11.938199736300923
7.2211,23,1655.0,223.0,706.0,219.0,37.68,-121.92,12.584169982667104
1.4803,10,1277.0,488.0,730.0,417.0,33.87,-117.93,11.83138646878959
4.4107,26,4300.0,767.0,1557.0,669.0,33.77,-116.47,11.715874472198903
2.9524,31,2852.0,740.0,3100.0,725.0,34.06,-118.1,12.094028734547074
4.35,35,2348.0,531.0,1475.0,498.0,37.4,-122.02,12.472279517715116
2.5,52,1009.0,231.0,929.0,210.0,37.33,-121.9,11.998439434579147
4.0893,38,740.0,171.0,599.0,194.0,33.99,-118.42,12.424810506025397
3.4792,33,1504.0,325.0,584.0,223.0,35.65,-118.87,11.457423325808625
2.1458,22,2390.0,484.0,1131.0,452.0,40.71,-122.4,11.346882686945891
5.6864,21,2764.0,363.0,902.0,360.0,38.64,-121.25,12.4634282336479
2.4432,24,1635.0,507.0,2480.0,481.0,33.96,-118.16,12.141539457711714
2.5763,28,2127.0,625.0,3160.0,620.0,34.06,-118.06,12.066241450757124
4.3594,17,1610.0,379.0,670.0,341.0,33.85,-118.39,12.762830066509972
5.7579,17,4313.0,717.0,2629.0,721.0,37.58,-122.01,12.35363452394233
3.0533,19,2987.0,626.0,1610.0,605.0,38.67,-121.21,11.627155529627064
3.6974,36,3331.0,643.0,1903.0,622.0,32.73,-117.08,11.711784520403112
4.5795,43,1408.0,246.0,651.0,240.0,34.01,-118.44,12.899222326086994
3.6016,21,2376.0,475.0,1175.0,441.0,37.74,-121.13,11.810070125585671
4.1146,28,1535.0,330.0,1937.0,317.0,37.33,-121.84,11.983560145061489
3.5056,23,1957.0,517.0,1454.0,526.0,33.75,-118.3,12.221458671239269
3.2731,20,5998.0,1320.0,3185.0,1199.0,33.93,-117.45,11.643084929027989
1.8438,45,1369.0,351.0,1046.0,274.0,34.12,-117.29,11.185823192802378
5.5968,23,1793.0,319.0,1145.0,310.0,37.4,-121.85,12.4016435409078
3.75,37,1508.0,252.0,635.0,241.0,33.84,-118.15,12.307279044781756
3.1483,26,5831.0,1546.0,4738.0,1477.0,33.65,-117.93,12.269052139516225
2.5875,22,1162.0,221.0,995.0,244.0,34.11,-117.23,11.305913595583258
3.5977,23,2535.0,490.0,1327.0,466.0,34.1,-117.86,12.104045457048253
2.5401,50,1867.0,403.0,1128.0,378.0,37.78,-122.2,11.76835032273812
2.1875,48,1260.0,284.0,791.0,280.0,33.99,-118.32,11.654433707761807
3.9917,35,908.0,194.0,413.0,197.0,37.96,-122.53,12.580394463425137
4.7831,24,3421.0,656.0,2220.0,645.0,34.22,-119.03,12.274670105518968
2.9375,17,4459.0,944.0,1812.0,888.0,38.16,-122.25,11.577785809317154
2.3333,27,949.0,224.0,888.0,241.0,37.42,-120.77,11.195484970354173
5.7416,25,2504.0,345.0,1067.0,350.0,32.8,-117.04,12.40246556799056
4.0182,28,3558.0,589.0,1742.0,581.0,38.67,-121.24,11.788289480716973
2.875,42,2532.0,627.0,2038.0,591.0,33.95,-118.36,12.086731521684555
4.5401,28,3310.0,574.0,1811.0,597.0,37.99,-122.07,12.02515610124372
4.1477,38,2367.0,480.0,891.0,428.0,32.83,-117.31,13.122367377396328
5.6346,36,1317.0,228.0,531.0,214.0,33.72,-117.6,12.515397562803471
5.791,36,844.0,153.0,373.0,160.0,37.34,-121.96,12.445487104758993
2.6613,26,1557.0,301.0,986.0,300.0,38.49,-121.49,11.260623406285792
4.0125,37,1383.0,259.0,808.0,241.0,37.61,-122.03,11.991647230585656
4.8304,33,2791.0,496.0,1714.0,485.0,37.43,-121.91,12.323415584358154
4.9271,21,2837.0,515.0,2031.0,555.0,33.99,-117.87,12.253437985595856
3.0134,29,1938.0,434.0,1306.0,415.0,36.13,-120.36,10.92415631759022
1.9694,14,5764.0,1006.0,1876.0,841.0,34.05,-117.07,12.06220804876586
7.2472,30,4873.0,667.0,1995.0,638.0,33.96,-117.97,12.998841154071693
1.8618,52,1239.0,320.0,934.0,298.0,34.36,-119.06,12.118884889350284
6.7587,18,3117.0,475.0,904.0,368.0,32.85,-117.24,12.8700510227891
1.625,33,1509.0,352.0,1734.0,336.0,36.53,-119.29,10.825780236605915
3.6033,9,18956.0,4095.0,10323.0,3832.0,34.1,-117.61,11.795099898183592
2.033,16,2275.0,659.0,1914.0,614.0,35.74,-119.23,11.133142723386811
4.7208,19,2813.0,567.0,1334.0,596.0,33.78,-117.87,12.0639386420412
4.2782,8,5686.0,1489.0,3250.0,1329.0,37.37,-122.02,12.699856886253809
4.0529,33,1555.0,361.0,1571.0,386.0,34.12,-117.9,11.836464426179544
2.5083,21,4812.0,1117.0,1985.0,1045.0,38.75,-121.27,11.7636919653883
3.875,21,5031.0,1168.0,2461.0,1042.0,37.66,-122.07,12.096821236822512
7.3732,16,3031.0,438.0,1087.0,421.0,37.88,-122.02,12.568285725643538
4.8611,26,1905.0,373.0,1098.0,368.0,33.71,-117.98,12.34409829881876
4.5446,36,2002.0,361.0,913.0,311.0,33.96,-118.02,12.40779233605911
4.5757,15,2289.0,686.0,982.0,634.0,33.7,-117.9,11.998439434579147
3.8462,49,1969.0,377.0,977.0,367.0,34.18,-118.33,12.351475171599722
6.8787,38,3767.0,603.0,1455.0,615.0,37.52,-122.29,12.865665627873344
3.3393,45,1673.0,377.0,1078.0,393.0,37.76,-122.5,12.514663351075232
1.875,38,745.0,152.0,721.0,160.0,33.91,-118.24,11.541522639947903
4.5699,36,1226.0,211.0,711.0,219.0,33.92,-118.09,12.048254415120404
5.8283,34,2473.0,383.0,967.0,353.0,33.79,-118.07,12.800506612529052
1.6034,30,1899.0,546.0,1620.0,493.0,32.75,-117.09,11.34333452885509
3.2353,16,2809.0,708.0,1260.0,638.0,33.66,-118.0,12.440753386782308
4.7926,27,4580.0,918.0,2252.0,850.0,34.23,-118.51,13.026735347090884
3.3272,35,1872.0,363.0,1054.0,369.0,36.79,-119.83,11.091346218718432
5.1647,5,3958.0,665.0,2456.0,666.0,34.04,-117.5,11.949249500664376
6.0226,16,1332.0,196.0,640.0,193.0,32.98,-117.04,12.16993238291356
4.8717,27,3467.0,545.0,1798.0,493.0,34.26,-118.74,12.226370248344972
3.9934,18,102.0,17.0,55.0,21.0,34.08,-118.68,13.122367377396328
2.9145,21,2645.0,464.0,1245.0,407.0,36.19,-119.12,11.645715332733134
3.0536,17,2799.0,637.0,2015.0,592.0,35.1,-120.61,11.874793899360316
3.0224,7,3389.0,621.0,1268.0,474.0,37.33,-119.62,11.903622053373214
8.7835,52,2405.0,299.0,970.0,319.0,34.19,-118.12,13.003807293022762
4.0474,30,1680.0,312.0,858.0,310.0,37.31,-121.94,12.544332569000922
2.5013,52,3511.0,1232.0,2452.0,1131.0,37.79,-122.42,12.524530013005734
5.3119,6,7383.0,1095.0,3415.0,1059.0,35.37,-119.2,11.965916446305249
4.0862,19,3568.0,646.0,1714.0,590.0,38.85,-121.39,11.99966943946974
4.5,24,2831.0,502.0,1462.0,503.0,38.28,-122.26,11.972253562968543
1.9076,32,1963.0,508.0,2052.0,518.0,36.71,-119.55,10.929547069355774
6.2503,2,12360.0,1747.0,4438.0,1470.0,38.66,-121.13,12.312686874960354
3.6181,34,1457.0,239.0,557.0,226.0,36.96,-120.07,11.477308649967686
4.3812,32,2759.0,499.0,1661.0,533.0,34.11,-118.21,12.337982098521458
3.6413,15,2771.0,546.0,1423.0,505.0,40.66,-122.25,11.59451466851004
1.5521,40,2180.0,642.0,2464.0,631.0,33.97,-118.28,11.408686542313973
3.5039,46,945.0,250.0,910.0,252.0,34.08,-118.26,12.141539457711714
0.9196,52,569.0,405.0,509.0,367.0,38.58,-121.49,11.83138646878959
4.3523,26,1446.0,296.0,884.0,295.0,38.42,-122.73,11.918397239722838
3.1906,11,4132.0,773.0,2012.0,703.0,33.22,-116.9,12.365215131251702
3.2889,32,4474.0,929.0,2177.0,884.0,38.0,-121.33,11.501874628783144
2.5437,12,2006.0,426.0,1849.0,396.0,38.02,-121.29,11.502885230075814
1.303,41,1768.0,475.0,1721.0,474.0,34.0,-118.25,11.412010608265987
4.9297,31,4704.0,920.0,1895.0,886.0,34.19,-118.22,12.899222326086994
3.6505,16,3113.0,783.0,1719.0,715.0,33.71,-117.91,11.889311855577724
2.2679,30,509.0,115.0,275.0,115.0,37.54,-120.89,12.429220196836384
4.4312,45,2399.0,426.0,911.0,423.0,37.75,-122.47,12.796636007394284
8.8178,27,3340.0,451.0,1220.0,447.0,37.27,-122.01,13.122367377396328
4.3194,43,1730.0,326.0,629.0,279.0,37.91,-122.69,12.382967001677176
2.5,32,1373.0,312.0,872.0,306.0,40.8,-124.14,11.192733974822708
4.7917,27,1594.0,295.0,1061.0,320.0,33.84,-118.09,12.290877840689353
1.725,33,2235.0,506.0,1165.0,441.0,40.88,-124.15,10.959557617938565
2.052,31,2051.0,549.0,1581.0,538.0,32.67,-117.09,11.598194491615349
8.0082,16,4277.0,565.0,1642.0,549.0,33.57,-117.66,12.565846283553652
2.892,30,1260.0,276.0,707.0,221.0,37.94,-122.07,12.30501712236033
2.6364,47,1265.0,254.0,587.0,247.0,38.01,-121.82,11.445727410406752
2.2466,30,1694.0,312.0,1008.0,321.0,36.64,-119.82,11.472113887062386
5.2503,49,2812.0,478.0,1329.0,490.0,34.1,-118.11,12.587589946944512
2.0591,15,4206.0,922.0,1863.0,869.0,41.74,-122.61,10.92775337907558
4.7917,36,1727.0,340.0,952.0,337.0,37.56,-122.31,12.663500657121004
3.5234,35,756.0,135.0,423.0,136.0,32.82,-117.22,12.12215284831553
1.7941,22,1619.0,360.0,1509.0,384.0,34.97,-120.44,11.610968271383634
2.7386,16,2374.0,780.0,913.0,705.0,32.77,-117.18,11.37940550085183
1.4089,22,2409.0,582.0,1887.0,578.0,32.7,-117.09,11.45318607621936
1.7159,49,2174.0,481.0,1861.0,484.0,33.99,-118.28,11.461642696843066
4.05,35,1566.0,321.0,1396.0,317.0,34.12,-117.89,11.85864764578841
3.0625,34,45.0,11.0,39.0,14.0,34.08,-117.08,13.122367377396328
4.3472,52,1314.0,317.0,473.0,250.0,37.81,-122.42,13.122367377396328
6.311,25,2197.0,320.0,934.0,330.0,34.3,-119.19,12.553912171868914
1.6009,44,2340.0,825.0,2813.0,751.0,37.78,-122.23,11.679295469550114
5.0362,19,2174.0,484.0,1645.0,484.0,37.44,-121.91,12.44941482415358
3.8393,35,2183.0,383.0,976.0,392.0,37.72,-122.13,12.40287632827253
3.2115,37,1212.0,304.0,1076.0,293.0,33.78,-118.28,11.983560145061489
3.7632,30,4238.0,1010.0,1914.0,972.0,37.31,-121.94,12.63460628389302
5.3847,32,1931.0,298.0,948.0,314.0,34.27,-118.53,12.70442378544751
3.8464,17,6012.0,1737.0,3539.0,1625.0,37.36,-122.0,12.385895249206726
3.1875,23,1419.0,261.0,706.0,269.0,38.79,-121.24,11.610061250069942
5.5684,18,3176.0,468.0,1296.0,471.0,37.69,-120.98,12.12865690103214
1.5429,24,1996.0,791.0,1215.0,672.0,34.1,-118.34,12.691583538230216
3.625,31,2377.0,600.0,2042.0,593.0,33.84,-118.08,12.045909761904731
3.5195,26,3350.0,581.0,1314.0,550.0,33.77,-117.84,12.425613715694242
3.5313,15,3221.0,659.0,1390.0,607.0,34.27,-118.67,12.164213655182222
1.5536,39,1645.0,547.0,1339.0,499.0,33.77,-118.18,11.951186847493476
2.9485,29,1429.0,268.0,672.0,266.0,40.92,-124.0,11.500863005142229
1.5872,52,2501.0,757.0,1081.0,708.0,38.58,-121.48,11.967187086434018
2.5068,26,6607.0,1663.0,4066.0,1558.0,33.86,-118.16,11.959538914341756
3.1546,34,3745.0,958.0,1622.0,802.0,36.98,-121.95,12.473045504861004
1.0217,33,693.0,207.0,598.0,192.0,37.64,-121.01,11.305913595583258
3.0952,23,2628.0,499.0,1210.0,453.0,38.65,-121.32,11.968456114085114
5.9191,36,1383.0,207.0,531.0,203.0,38.01,-121.33,11.930984271840668
15.0001,35,249.0,31.0,268.0,29.0,34.13,-118.04,13.122367377396328
5.057,46,1425.0,283.0,782.0,273.0,33.98,-118.36,12.414309644189707
4.5913,16,4418.0,704.0,1908.0,697.0,38.62,-122.85,12.407383590534293
3.375,26,1584.0,295.0,846.0,295.0,38.33,-122.7,11.959538914341756
3.6838,13,2095.0,391.0,860.0,331.0,38.03,-120.28,11.889311855577724
3.1333,30,1671.0,319.0,966.0,282.0,36.51,-119.65,11.51293546492023
0.9393,17,3425.0,827.0,2469.0,758.0,39.73,-121.85,11.395278670032656
3.1917,14,1501.0,337.0,515.0,226.0,33.64,-114.57,11.203692838488005
2.2925,7,10352.0,2007.0,3559.0,1689.0,33.77,-116.99,11.636036503798104
3.0288,40,1266.0,257.0,547.0,247.0,38.13,-121.73,12.010063844310778
3.625,22,1022.0,194.0,517.0,198.0,37.92,-120.4,11.506917452956234
8.0409,8,2649.0,340.0,1238.0,354.0,33.59,-117.65,12.730508232153465
3.8438,37,2155.0,446.0,1255.0,428.0,37.66,-122.41,12.4320162729697
3.6707,23,2775.0,547.0,1226.0,510.0,33.83,-117.83,12.351907415253551
3.4875,15,5151.0,942.0,2896.0,897.0,34.51,-117.17,11.4164255777446
6.3303,14,4039.0,669.0,1905.0,670.0,33.92,-117.87,12.621491384816093
1.9509,35,1179.0,344.0,1372.0,330.0,32.7,-117.13,11.159117834926688
3.5,16,3109.0,572.0,885.0,334.0,38.9,-119.98,11.810812786275871
1.6686,17,1312.0,394.0,836.0,337.0,32.81,-116.92,11.630717389475995
6.0794,32,3999.0,667.0,1628.0,631.0,34.16,-118.6,12.732282325539853
6.3761,16,2852.0,435.0,1083.0,448.0,33.03,-117.04,12.598793556907369
3.3942,4,4530.0,1070.0,1804.0,837.0,36.81,-119.86,11.185823192802378
5.756,16,2343.0,393.0,2007.0,383.0,34.22,-118.88,12.620500798605278
2.9643,41,1806.0,408.0,1146.0,374.0,33.91,-118.16,11.996591585872558
5.3054,36,1805.0,288.0,882.0,308.0,33.96,-118.01,12.519060557144618
2.875,13,866.0,252.0,369.0,165.0,37.69,-120.15,11.159117834926688
8.2664,52,1944.0,308.0,696.0,293.0,37.43,-122.14,13.122367377396328
2.375,38,1585.0,345.0,1347.0,368.0,34.09,-117.32,11.229248693912288
2.1111,33,1897.0,378.0,888.0,385.0,39.16,-121.58,11.13751903414526
3.0319,49,1937.0,445.0,1339.0,440.0,33.87,-118.17,12.000283875037857
3.449,27,2447.0,720.0,2104.0,657.0,37.69,-122.47,12.384641335788151
2.6598,50,2666.0,613.0,1768.0,555.0,36.85,-121.4,11.965916446305249
1.4828,24,1266.0,275.0,1083.0,298.0,32.67,-115.49,11.199597325534862
4.7984,37,1785.0,360.0,1155.0,403.0,33.87,-117.96,12.077107952499174
3.4345,37,2988.0,677.0,2354.0,666.0,33.76,-117.88,12.369470438714096
3.7969,35,2075.0,424.0,1312.0,396.0,33.92,-118.02,12.012493964400264
